"article";"img_number";"problem";"bid"
"LO10016101:2001_41:8";"283";"Missing reference in file 1";"BVE0109098"
"LO10016101:2001_41:8";"283";"Missing reference in file 1";"NAP0239074"
"LO10016101:2001_41:8";"283";"Missing reference in file 1";"TO00200506"
"LO10016101:2001_41:8";"283";"Missing reference in file 1";"MIL0209078"
"LO10016101:2001_41:8";"283";"Missing reference in file 1";"CFI0108142"
"LO10016101:2001_41:8";"284";"Missing reference in file 2";"NAP0320301"
"LO10016101:2001_41:8";"284";"Missing reference in file 1";"MIL0097803"
"LO10016101:2001_41:8";"284";"Missing reference in file 1";"TO00030484"
"LO10016101:2001_41:8";"284";"Missing reference in file 1";"TO00138615"
"LO10016101:2001_41:8";"284";"Missing reference in file 1";"TO00042941"
"LO10016101:2001_41:8";"284";"Missing reference in file 1";"UBO0264613"
"LO10016101:2001_41:8";"284";"Missing reference in file 1";"TO00566017"
"LO10016101:2001_41:8";"284";"Missing reference in file 1";"RAV0101109"
"LO10016101:2001_41:8";"285";"Missing reference in file 2";"VEA0132358"
"LO10016101:2001_41:8";"285";"Missing reference in file 2";"UM10050925"
"LO10016101:2001_41:8";"285";"Missing reference in file 2";"PUV0130269"
"LO10016101:2001_41:8";"285";"Missing reference in file 1";"LIA0916602"
"LO10016101:2001_41:8";"285";"Missing reference in file 1";"IEI0119044"
"LO10016101:2001_41:8";"285";"Missing reference in file 1";"MIL0052580"
"LO10016101:2001_41:8";"285";"Missing reference in file 1";"VEA0014971"
"LO10016101:2001_41:8";"286";"Missing reference in file 2";"LO10016011"
"LO10016101:2001_41:8";"286";"Missing reference in file 2";"MIL0059563"
"LO10016101:2001_41:8";"286";"Missing reference in file 2";"UMC0036601"
"LO10016101:2001_41:8";"286";"Missing reference in file 1";"USM1977279"
"LO10016101:2001_41:8";"286";"Missing reference in file 1";"RAV0100117"
"LO10016101:2001_41:8";"287";"Missing reference in file 2";"MIL0264179"
"LO10016101:2001_41:8";"287";"Missing reference in file 1";"TO00717841"
"LO10016101:2001_41:8";"287";"Missing reference in file 1";"PUV0776425"
"LO10016101:2001_41:8";"287";"Missing reference in file 1";"UBO0247007"
"LO10016101:2001_41:8";"288";"Missing reference in file 2";"VEA0094566"
"LO10016101:2001_41:8";"288";"Missing reference in file 1";"VEA0095507"
"LO10016101:2001_41:8";"288";"Missing reference in file 1";"VEA0042512"
"LO10016101:2001_41:8";"288";"Missing reference in file 1";"TO00145302"
"LO10016101:2001_41:8";"288";"Missing reference in file 1";"MIL0148566"
"LO10016101:2001_41:8";"289";"Missing reference in file 2";"CFI\0121014"
"LO10016101:2001_41:8";"289";"Missing reference in file 2";"CFI0016171"
"LO10016101:2001_41:8";"289";"Missing reference in file 2";"RAV0073525"
"LO10016101:2001_41:8";"289";"Missing reference in file 2";"VEA0094568"
"LO10016101:2001_41:8";"289";"Missing reference in file 1";"VEA0108655"
"LO10016101:2001_41:8";"289";"Missing reference in file 1";"LIA0036076"
"LO10016101:2001_41:8";"289";"Missing reference in file 1";"SBL0560137"
"LO10016101:2001_41:8";"289";"Missing reference in file 1";"VIA0013497"
"LO10016101:2001_41:8";"289";"Missing reference in file 1";"LIA0121010"
"LO10016101:2001_41:8";"289";"Missing reference in file 1";"MIL0119615"
"LO10016101:2001_41:8";"289";"Missing reference in file 1";"CFI0166596"
"LO10016101:2001_41:8";"289";"Missing reference in file 1";"VEA0094573"
"LO10016101:2001_41:8";"290";"Missing reference in file 2";"PUV0005077"
"LO10016101:2001_41:8";"290";"Missing reference in file 1";"PUV0005203"
"LO10016101:2001_41:8";"291";"Missing reference in file 1";"MIL0129023"
"LO10016101:2001_41:8";"291";"Missing reference in file 1";"MIL0170528"
"LO10016101:2001_41:8";"291";"Missing reference in file 1";"MIL0182910"
"LO10016101:2001_41:8";"293";"Missing page in file 1";""
"LO10015953:1963_73:2";"18";"Missing reference in file 1";"LO10016952"
"LO10015953:1963_73:2";"19";"Missing reference in file 1";"CFI0814183"
"LO10015953:1963_73:2";"23";"Missing reference in file 1";"VEAE006376"
"LO10015953:1963_73:2";"23";"Missing reference in file 1";"PUVE000194"
"LO10015953:1963_73:2";"23";"Missing reference in file 1";"RAV1947681"
"LO10015953:1963_73:2";"24";"Missing reference in file 1";"PUV0030629"
"LO10015953:1963_73:2";"28";"Missing reference in file 1";"CUB0265976"
"LO10015953:1963_73:2";"28";"Missing reference in file 1";"IEI0004710"
"LO10015953:1963_73:2";"29";"Missing reference in file 2";"LO10016734"
"LO10015953:1963_73:2";"29";"Missing reference in file 1";"TO00210700"
"LO10015953:1963_73:2";"29";"Missing reference in file 1";"PUVE011878"
"LO10015953:1963_73:2";"29";"Missing reference in file 1";"LO10016952"
"LO10015953:1963_73:2";"30";"Missing page in file 1";""
"LO10015953:1963_73:2";"31";"Missing reference in file 1";"IEIE004505"
"LO10015953:1963_73:2";"34";"Missing reference in file 1";"TO0E010000"
"LO10015953:1963_73:2";"34";"Missing reference in file 1";"CFI0814183"
"LO10015953:1963_73:2";"34";"Missing reference in file 1";"SBL0401955"
"LO10015953:1963_73:2";"34";"Missing reference in file 1";"SBL0063708"
"LO10015953:1963_73:2";"34";"Missing reference in file 1";"CUB0244756"
"LO10015953:1963_73:2";"34";"Missing reference in file 1";"TO00175313"
"LO10015953:1963_73:2";"35";"Missing reference in file 2";"LO10016734"
"LO10015953:1963_73:2";"35";"Missing reference in file 1";"PUV0485155"
"RAV0164473:2013_12_1:33";"448";"Missing reference in file 1";"IEI0193397"
"RAV0164473:2013_12_1:33";"448";"Missing reference in file 1";"AQ10068150"
"RAV0164473:2013_12_1:33";"448";"Missing reference in file 1";"IEI0193397"
"RAV0164473:2013_12_1:33";"448";"Missing reference in file 1";"AQ10068150"
"RAV0164473:2013_12_1:33";"449";"Missing reference in file 1";"PUV1083171"
"RAV0164473:2013_12_1:33";"449";"Missing reference in file 1";"MIL0118331"
"RAV0164473:2013_12_1:33";"449";"Missing reference in file 1";"PUV1083171"
"RAV0164473:2013_12_1:33";"450";"Missing reference in file 1";"CFI0012931"
"RAV0164473:2013_12_1:33";"450";"Missing reference in file 1";"UFI0351706"
"RAV0164473:2013_12_1:33";"451";"Missing reference in file 1";"RMS1306301"
"RAV0164473:2013_12_1:33";"451";"Missing reference in file 1";"CFI0013865"
"RAV0164473:2013_12_1:33";"451";"Missing reference in file 1";"PAR1015253"
"RAV0164473:2013_12_1:33";"452";"Missing reference in file 1";"LO10016101"
"RAV0164473:2013_12_1:33";"452";"Missing reference in file 1";"PUV0554853"
"RAV0164473:2013_12_1:33";"452";"Missing reference in file 1";"REA0049889"
"RAV0164473:2013_12_1:33";"453";"Missing reference in file 1";"LO10016101"
"RAV0164473:2013_12_1:33";"453";"Missing reference in file 1";"LIG0224712"
"RAV0164473:2013_12_1:33";"453";"Missing reference in file 1";"VEA0984172"
"RAV0164473:2013_12_1:33";"453";"Missing reference in file 1";"VEA0743168"
"RAV0164473:2013_12_1:33";"453";"Missing reference in file 1";"RAV1874761"
"RAV0164473:2013_12_1:33";"453";"Missing reference in file 1";"USM1858619"
"RAV0164473:2013_12_1:33";"453";"Missing reference in file 1";"LO10015953"
"RAV0164473:2013_12_1:33";"453";"Missing reference in file 1";"VEA0085147"
"RAV0164473:2013_12_1:33";"454";"Missing reference in file 1";"CFI0172718"
"RAV0164473:2013_12_1:33";"454";"Missing reference in file 1";"VIA0006089"
"RAV0164473:2013_12_1:33";"454";"Missing reference in file 1";"SBL0154815"
"RAV0164473:2010_9_1:5";"136";"Missing reference in file 1";"RAV0956441"
"RAV0164473:2010_9_1:5";"136";"Missing reference in file 1";"IEI0085071"
"RAV0164473:2010_9_1:5";"137";"Missing reference in file 1";"VEA0152490"
"RAV0164473:2010_9_1:5";"137";"Missing reference in file 1";"VIA0073369"
"RAV0164473:2010_9_1:5";"137";"Missing reference in file 1";"RAV1414061"
"RAV0164473:2010_9_1:5";"137";"Missing reference in file 1";"USM1631117"
"RAV0164473:2010_9_1:5";"137";"Missing reference in file 1";"VEA0687861"
"RAV0164473:2010_9_1:5";"138";"Missing reference in file 1";"VEA0152490"
"RAV0164473:2010_9_1:5";"138";"Missing reference in file 1";"USM1624742"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 2";"CFI0209018"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 2";"RML0400653"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 2";"LO10471190"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 2";"CFI0653526"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 2";"CFI0653527"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 1";"CFI0209015"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 1";"PUV1007506"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 1";"IEI0051681"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 1";"RCA0669796"
"RAV0164473:2010_9_1:5";"139";"Missing reference in file 1";"CFI0653522"
"RAV0164473:2010_9_1:5";"140";"Missing reference in file 2";"VEA0148562"
"RAV0164473:2010_9_1:5";"140";"Missing reference in file 1";"VEA0148561"
"RAV0164473:2010_9_1:5";"141";"Missing reference in file 1";"USM1631117"
"RAV0164473:2010_9_1:5";"141";"Missing reference in file 1";"VEA0687861"
"RAV0164473:2010_9_1:5";"141";"Missing reference in file 1";"VEA1011755"
"RAV0164473:2010_9_1:5";"142";"Missing reference in file 1";"UFI0337943"
"RAV0164473:2010_9_1:5";"142";"Missing reference in file 1";"VEA0152490"
"RAV0164473:2010_9_1:5";"142";"Missing reference in file 1";"UFI0337943"
"RAV0164473:2010_9_1:5";"143";"Missing reference in file 2";"VEA0018926"
"RAV0164473:2010_9_1:5";"143";"Missing reference in file 1";"MIL0226123"
"RAV0164473:2010_9_1:5";"143, 144";"Missing page in file 1";""
"RAV0164473:2010_9_1:5";"144";"Missing reference in file 2";"VEA0018926"
"RAV0164473:2010_9_1:5";"144";"Missing reference in file 1";"LO10454842"
"RAV0164473:2010_9_1:5";"144";"Missing reference in file 1";"LO10340208"
"RAV0164473:2010_9_1:5";"144";"Missing reference in file 1";"VIA0115746"
"RAV0164473:2010_9_1:5";"144";"Missing reference in file 1";"VIA0114565"
"RAV0164473:2010_9_1:5";"144";"Missing reference in file 1";"RAV1318086"
"RAV0164473:2010_9_1:5";"144";"Missing reference in file 1";"PUV0228802"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VEA0053053"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"PUV0214622"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"RAV0030283"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VIA0001850"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"PUV0973669"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VIA0048648"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VIA0048649"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VEA0064665"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VEA0072232"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VEA0100412"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VIA0074839"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VEA0110313"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VEA0128576"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VIA0090427"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"VEA0690688"
"RAV0164473:2010_9_1:5";"145";"Missing reference in file 1";"RAV1799558"
"RAV0164473:2010_9_1:5";"146";"Missing reference in file 1";"USM1631117"
"RAV0164473:2010_9_1:5";"146";"Missing reference in file 1";"VEA0687861"
"RAV0164473:2010_9_1:5";"146";"Missing reference in file 1";"UFI0341605"
"RAV0164473:2010_9_1:5";"147";"Missing reference in file 1";"PUV0932342"
"RAV0164473:2010_9_1:5";"148";"Missing reference in file 1";"CFI0055074"
"RAV0164473:2010_9_1:5";"148";"Missing reference in file 1";"MIL0520026"
"RAV0164473:2010_9_1:5";"148";"Missing reference in file 1";"LO10803013"
"RAV0164473:2010_9_1:5";"150";"Missing page in file 1";""
"RAV0164473:2010_9_1:5";"151";"Missing page in file 1";""
"RAV0164473:2010_9_1:5";"152";"Missing reference in file 1";"VEA0032276"
"RAV0164473:2010_9_1:5";"152";"Missing reference in file 1";"USM1913158"
"RAV0164473:2010_9_1:5";"152";"Missing reference in file 1";"NAP0346974"
"RAV0164473:2010_9_1:5";"152";"Missing reference in file 1";"TO00877680"
"RAV0164473:2010_9_1:5";"152";"Missing reference in file 1";"CFI0318358"
"RAV0164473:2010_9_1:5";"152";"Missing reference in file 1";"PUV1137460"
"RAV0164473:2010_9_1:5";"153";"Missing reference in file 1";"RAV0031447"
"RAV0164473:2010_9_1:5";"154";"Missing reference in file 2";"IEI0122148]"
"RAV0164473:2010_9_1:5";"154";"Missing reference in file 1";"VEA0085387"
"RAV0164473:2010_9_1:5";"154";"Missing reference in file 1";"IEI0122148"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 2";"LO10539781"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 1";"MIL0106836"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 1";"IEI0119080"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 1";"RCA0534488"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 1";"VIA0085499"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 1";"PUV1012550"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 1";"PUV0969358"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 1";"PUV1001962"
"RAV0164473:2010_9_1:5";"155";"Missing reference in file 1";"VEA0182945"
"RAV0164473:2010_9_1:5";"156";"Missing reference in file 2";"IEI0005761"
"RAV0164473:2010_9_1:5";"156";"Missing reference in file 2";"PUV0345386"
"RAV0164473:2010_9_1:5";"156";"Missing reference in file 1";"LO10520527"
"RAV0164473:2010_9_1:5";"156";"Missing reference in file 1";"CFI0122395"
"RAV0164473:2010_9_1:5";"156";"Missing reference in file 1";"MIL0273543"
"RAV0164473:2010_9_1:5";"156";"Missing reference in file 1";"PUV0229804"
"RAV0164473:2010_9_1:5";"156";"Missing reference in file 1";"UBO2642357"
"RAV0164473:2010_9_1:5";"156";"Missing reference in file 1";"PUV1012550"
"RAV0164473:2010_9_1:5";"158";"Missing page in file 1";""
"RAV0164473:2010_9_1:5";"159";"Missing reference in file 1";"RAV0031447"
"RAV0164473:2010_9_1:5";"159";"Missing reference in file 1";"RAV0031447"
"RAV0164473:2010_9_1:5";"159";"Missing reference in file 1";"LO10016101"
"RAV0164473:2010_9_1:5";"160";"Missing reference in file 1";"IEI0124998"
"RAV0164473:2010_9_1:5";"160";"Missing reference in file 1";"PUV0101967"
"RAV0164473:2010_9_1:5";"160";"Missing reference in file 1";"MIL0158810"
"RAV0164473:2010_9_1:5";"160";"Missing reference in file 1";"PUV0207085"
"RAV0164473:2010_9_1:5";"160";"Missing reference in file 1";"RAV0062708"
"RAV0164473:2010_9_1:5";"160";"Missing reference in file 1";"CFI0055074"
"RAV0164473:2010_9_1:5";"160";"Missing reference in file 1";"PUV0932342"
"RAV0164473:2010_9_1:5";"161";"Missing reference in file 1";"VEA0128578"
"RAV0164473:2010_9_1:5";"161";"Missing reference in file 1";"LO10016101"
"RAV0164473:2010_9_1:5";"161";"Missing reference in file 1";"VIA0080251"
"RAV0164473:2010_9_1:5";"161";"Missing reference in file 1";"MIL0164251"
"RAV0164473:2010_9_1:5";"161";"Missing reference in file 1";"CFI0262712"
"RAV0164473:2010_9_1:5";"161";"Missing reference in file 1";"LO10016101"
"RAV0164473:2010_9_1:5";"162";"Missing reference in file 1";"USM1631117"
"RAV0164473:2010_9_1:5";"162";"Missing reference in file 1";"VEA0687861"
"RAV0164473:2010_9_1:5";"162";"Missing reference in file 1";"RAV1697596"
"RAV0164473:2010_9_1:5";"162";"Missing reference in file 1";"USM1631117"
"RAV0164473:2010_9_1:5";"162";"Missing reference in file 1";"VEA0687861"
"RAV0164473:2010_9_1:5";"162";"Missing reference in file 1";"PAV0053575"
"RAV0164473:2010_9_1:5";"162";"Missing reference in file 1";"IEI0124998"
"RAV0164473:2010_9_1:5";"163";"Missing reference in file 2";"VEA0099016"
"RAV0164473:2010_9_1:5";"163";"Missing reference in file 1";"PUV1012550"
"RAV0164473:2010_9_1:5";"163";"Missing reference in file 1";"RAV1414061"
"RAV0164473:2010_9_1:5";"163";"Missing reference in file 1";"LO10015953"
"RAV0164473:2010_9_1:5";"163";"Missing reference in file 1";"VEA0099262"
"RAV0164473:2010_9_1:5";"164";"Missing reference in file 2";"PUV0996453"
"RAV0164473:2010_9_1:5";"164";"Missing reference in file 1";"IEI0193402"
"RAV0164473:2010_9_1:5";"164";"Missing reference in file 1";"LO10016101"
"RAV0164473:2010_9_1:5";"165";"Missing reference in file 2";"MIL0144304"
"RAV0164473:2010_9_1:5";"165";"Missing reference in file 1";"LO10016101"
"RAV0164473:2010_9_1:5";"165";"Missing reference in file 1";"AQ10076658"
"RAV0164473:2010_9_1:5";"165";"Missing reference in file 1";"CFI0159546"
"RAV0164473:2010_9_1:5";"166";"Missing reference in file 1";"UBO0099592"
"RAV0164473:2010_9_1:5";"166";"Missing reference in file 1";"RAV0028773"
"RAV0164473:2010_9_1:5";"167";"Missing reference in file 2";"CFI0330302"
"RAV0164473:2010_9_1:5";"167";"Missing reference in file 1";"RAV0037929"
"RAV0164473:2010_9_1:5";"167, 168";"Missing page in file 1";""
"RAV0164473:2010_9_1:5";"168";"Missing reference in file 2";"CFI0330302"
"RAV0164473:2010_9_1:5";"168";"Missing reference in file 2";"LO10539781"
"RAV0164473:2010_9_1:5";"168";"Missing reference in file 1";"RCA0534488"
"RAV0164473:2010_9_1:5";"168";"Missing reference in file 1";"RCA0534489"
"RAV0164473:2010_9_1:5";"168";"Missing reference in file 1";"MIL0115954"
"RAV0164473:2010_9_1:5";"168";"Missing reference in file 1";"CFI0167596"
"RAV0164473:2010_9_1:5";"168";"Missing reference in file 1";"CFI0107151"
"RAV0164473:2010_9_1:5";"168";"Missing reference in file 1";"LO10016101"
"RAV0164473:2010_9_1:5";"169";"Missing reference in file 1";"IEI0085071"
"RAV0164473:2010_9_1:5";"169";"Missing reference in file 1";"CFI0209015"
"RAV0164473:2010_9_1:5";"169";"Missing reference in file 1";"IEI0085071"
"RAV0164473:2010_9_1:5";"169";"Missing reference in file 1";"LO10016101"
"RAV0164473:2010_9_1:5";"170";"Missing reference in file 1";"VEA0098990"
"LO10015953:1986_127:3";"48";"Missing reference in file 2";"NAP0124682"
"LO10015953:1986_127:3";"48";"Missing reference in file 1";"NAP0124685"
"LO10015953:1986_127:3";"49";"Missing reference in file 2";"PUVE005444"
"LO10015953:1986_127:3";"49";"Missing reference in file 2";"PUVE005445"
"LO10015953:1986_127:3";"49";"Missing reference in file 2";"TO00582361"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"PUVE005439"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"TO00582357"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"PUV0014652"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"VIAE003201"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"LO10016090"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"CUB0265074"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"TSA0717953"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"IEI0151071"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"VEA0116033"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"PUV0307818"
"LO10015953:1986_127:3";"49";"Missing reference in file 1";"CUB0130822"
"LO10015953:1986_127:3";"50";"Missing page in file 2";""
"LO10015953:1986_127:3";"51";"Missing reference in file 2";"LO10252826"
"LO10015953:1986_127:3";"51";"Missing reference in file 1";"LO10252821"
"LO10015953:1986_127:3";"52";"Missing reference in file 1";"MIL0262549"
"LO10015953:1986_127:3";"52";"Missing reference in file 1";"SBL0367764"
"LO10015953:1986_127:3";"53";"Missing reference in file 1";"MIL0262549"
"LO10015953:1986_127:3";"53";"Missing reference in file 1";"SBL0367764"
"LO10015953:1986_127:3";"53";"Missing reference in file 1";"VIAE003155"
"LO10015953:1986_127:3";"53";"Missing reference in file 1";"LO10588452"
"LO10015953:1986_127:3";"53";"Missing reference in file 1";"SBL0324999"
"LO10015953:1986_127:3";"57";"Missing reference in file 1";"MILE008342"
"LO10015953:1986_127:3";"60";"Missing reference in file 1";"TO00324714"
"LO10015953:1986_127:3";"61";"Missing reference in file 1";"MIL0181431"
"LO10016101:2007_54:8";"211";"Missing reference in file 2";"NAP0027028"
"LO10016101:2007_54:8";"211";"Missing reference in file 1";"RML0062003"
"LO10016101:2007_54:8";"211";"Missing reference in file 1";"RMS0038432"
"LO10016101:2007_54:8";"211";"Missing reference in file 1";"RMS0036305"
"LO10016101:2007_54:8";"211";"Missing reference in file 1";"CSA0018089"
"LO10016101:2007_54:8";"212";"Missing reference in file 2";"MIL0335805"
"LO10016101:2007_54:8";"212";"Missing reference in file 1";"CAG0074984"
"LO10016101:2007_54:8";"212";"Missing reference in file 1";"VEA0013879"
"LO10016101:2007_54:8";"212";"Missing reference in file 1";"RAV0082665"
"LO10016101:2007_54:8";"212";"Missing reference in file 1";"PUV0933979"
"LO10016101:2007_54:8";"212";"Missing reference in file 1";"RMS0036009"
"LO10016101:2007_54:8";"212";"Missing reference in file 1";"PAL0086303"
"LO10016101:2007_54:8";"213";"Missing reference in file 2";"PUV0521133"
"LO10016101:2007_54:8";"213";"Missing reference in file 1";"TSA0061840"
"LO10016101:2007_54:8";"213";"Missing reference in file 1";"TO01185675"
"LO10016101:2007_54:8";"214";"Missing reference in file 1";"MIL0335805"
"LO10016101:2007_54:8";"214";"Missing reference in file 1";"SBL0213801"
"LO10016101:2007_54:8";"214";"Missing reference in file 1";"PUV0957303"
"LO10016101:2007_54:8";"215";"Missing reference in file 2";"NAP0076470"
"LO10016101:2007_54:8";"215";"Missing reference in file 2";"SBL0693327"
"LO10016101:2007_54:8";"215";"Missing reference in file 1";"MIL0347277"
"LO10016101:2007_54:8";"215";"Missing reference in file 1";"MIL0279311"
"LO10016101:2007_54:8";"217";"Missing reference in file 1";"VEA1100548"
"LO10016101:2007_54:8";"217";"Missing reference in file 1";"SBL0460568"
"LO10016101:2007_54:8";"217";"Missing reference in file 1";"UFI0202740"
"LO10016101:2007_54:8";"218";"Missing reference in file 2";"CFI0017271"
"LO10016101:2007_54:8";"218";"Missing reference in file 2";"NAP0287980"
"LO10016101:2007_54:8";"218";"Missing reference in file 1";"VEA0029228"
"LO10016101:2007_54:8";"218";"Missing reference in file 1";"PAR0730802"
"LO10016101:2007_54:8";"218";"Missing reference in file 1";"RML0060897"
"LO10016101:2007_54:8";"223";"Missing reference in file 1";"TO00047023"
"LO10016101:2007_54:8";"223";"Missing reference in file 1";"UBO2704738"
"LO10016101:2007_54:8";"224";"Missing reference in file 2";"BVE0007151"
"LO10016101:2007_54:8";"224";"Missing reference in file 2";"VEA0147126"
"LO10016101:2007_54:8";"224";"Missing reference in file 2";"CUB0371801"
"LO10016101:2007_54:8";"224";"Missing reference in file 2";"SBL0549608"
"LO10016101:2007_54:8";"224";"Missing reference in file 1";"RMS0056945"
"LO10016101:2007_54:8";"224";"Missing reference in file 1";"NAP0145280"
"LO10016101:2007_54:8";"225";"Missing reference in file 1";"RAV0073119"
"LO10016101:2007_54:8";"226";"Missing reference in file 2";"UBO1435297"
"LO10016101:2007_54:8";"226";"Missing reference in file 1";"MIL0645184"
"LO10016101:2007_54:8";"226";"Missing reference in file 1";"RAV0099108"
"LO10016101:2007_54:8";"228";"Missing reference in file 2";"MIL0226538"
"LO10016101:2007_54:8";"228";"Missing reference in file 2";"SBL0693598"
"LO10016101:2007_54:8";"228";"Missing reference in file 1";"MIL0226552"
"LO10016101:2007_54:8";"228";"Missing reference in file 1";"UFI0094419"
"LO10016101:2007_54:8";"228";"Missing reference in file 1";"VEA0013879"
"LO10016101:1995_30:11";"248";"Missing reference in file 1";"LO10736640"
"LO10016101:1995_30:11";"248";"Missing reference in file 1";"SBL0293191"
"LO10016101:1995_30:11";"248";"Missing reference in file 1";"BVE0006593"
"LO10016101:1995_30:11";"248";"Missing reference in file 1";"CFI0047524"
"LO10016101:1995_30:11";"249";"Missing reference in file 1";"BVE0006593"
"LO10016101:1995_30:11";"249";"Missing reference in file 1";"CFI0047524"
"LO10016101:1995_30:11";"249";"Missing reference in file 1";"VEA0048423"
"LO10016101:1995_30:11";"249";"Missing reference in file 1";"RAV0050980"
"LO10016101:1995_30:11";"249";"Missing reference in file 1";"BVE0006593"
"LO10016101:1995_30:11";"249";"Missing reference in file 1";"CFI0047524"
"LO10016101:1995_30:11";"250";"Missing page in file 1";""
"LO10016101:1995_30:11";"252";"Missing reference in file 1";"BVE0006593"
"LO10016101:1995_30:11";"252";"Missing reference in file 1";"CFI0047524"
"LO10016101:1995_30:11";"252";"Missing reference in file 1";"VEAE004196"
"LO10016101:1995_30:11";"252, 253";"Missing page in file 1";""
"LO10016101:1995_30:11";"254";"Missing reference in file 1";"LO10093911"
"LO10016101:1995_30:11";"255";"Missing reference in file 1";"CFI0153202"
"LO10016101:1995_30:11";"255";"Missing reference in file 1";"LO10102005"
"LO10016101:1995_30:11";"256";"Missing reference in file 2";"PUV0180816"
"LO10016101:1995_30:11";"256";"Missing reference in file 2";"VEA0004650"
"LO10016101:1995_30:11";"256";"Missing reference in file 1";"CUB0029861"
"LO10016101:1995_30:11";"256";"Missing reference in file 1";"MIL0407274"
"LO10016101:1995_30:11";"256";"Missing reference in file 1";"RMR0016222"
"LO10016101:1995_30:11";"256";"Missing reference in file 1";"LO11123430"
"LO10016101:1995_30:11";"256";"Missing reference in file 1";"PUV0180798"
"LO10016101:1995_30:11";"256";"Missing reference in file 1";"VEA0004633"
"LO10016101:1995_30:11";"256";"Missing reference in file 1";"TO00897006"
"LO10016101:1995_30:11";"260";"Missing reference in file 2";"TO00174122"
"LO10016101:1995_30:11";"260";"Missing reference in file 1";"UMCE000772"
"LO10016101:1995_30:11";"264";"Missing reference in file 2";"LO10097300"
"LO10016101:1995_30:11";"264";"Missing reference in file 2";"SBL0633625"
"LO10016101:1995_30:11";"264";"Missing reference in file 1";"RLZ0127144"
"LO10016101:1995_30:11";"264";"Missing reference in file 1";"VEA0015959"
"LO10016101:1995_30:11";"264";"Missing reference in file 1";"TO00044512"
"LO10016101:1995_30:11";"265";"Missing reference in file 1";"UFI0313407"
"LO10016101:1995_30:11";"266";"Missing reference in file 2";"MIL0118333"
"LO10016101:1995_30:11";"266";"Missing reference in file 1";"RMRE002179"
"LO10016101:1995_30:11";"266";"Missing reference in file 1";"MIL0118331"
"LO10016101:1995_30:11";"268";"Missing reference in file 2";"SBL0633625"
"LO10016101:1995_30:11";"268";"Missing reference in file 1";"UBO0003911"
"LO10016101:1995_30:11";"268";"Missing reference in file 1";"MIL0085154"
"LO10016101:1995_30:11";"270";"Missing reference in file 1";"TO00200469"
"LO10016101:1995_30:11";"271";"Missing reference in file 1";"RAV1976705"
"LO10016101:1995_30:11";"271";"Missing reference in file 1";"RML0356985"
"LO10016101:1995_30:11";"276";"Missing reference in file 1";"CFI0094502"
"LO10016101:1995_30:11";"277";"Missing reference in file 1";"CFI0017810"
"LO10016101:1995_30:11";"277";"Missing reference in file 1";"BVE0006593"
"LO10016101:1995_30:11";"277";"Missing reference in file 1";"CFI0047524"
